"","MetaID","3317A","3318A","3319A","3320A","3321A","3322A","3325A","3326A"
"2847","260.09993_2.419",-0.405465108108165,-1.20397280432594,-1.20397280432594,-0.693147180559945,-1.04982212449868,-0.79850769621777,1.6094379124341,2.99573227355399
"2848","260.10051_6.153",0.28768207245178,2.30258509299405,1.6094379124341,-0.356674943938733,-0.693147180559944,-0.693147180559944,2.99573227355399,1.89711998488588
"2849","260.10069_4.979",-0.405465108108165,-1.20397280432594,-1.04982212449868,0,0.693147180559945,0.916290731874156,0.916290731874154,3.50655789731998
"2850","260.10666_1.434",2.99573227355399,0.693147180559945,1.6094379124341,4.0943445622221,4.60517018598809,3.55534806148941,3.91202300542815,2.81341071676004
"2851","260.11211_11.38",-3.62434093297637,-5.29831736654804,-4.19970507787993,-2.52572864430826,-3.2188758248682,-3.2188758248682,-3.91202300542815,-3.40119738166216
"2852","260.11544_4.033",5.80914299031403,6.21460809842219,5.52146091786225,6.80239476332431,6.21460809842219,6.21460809842219,5.52146091786225,5.80914299031403
"2853","260.11602_4.795",4.89285225843987,0,2.30258509299405,6.39692965521615,2.30258509299405,4.60517018598809,0.693147180559945,3.14988295338125
"2854","260.11855_7.255",3.28341434600577,3.91202300542815,3.68887945411394,4.0943445622221,3.91202300542815,3.80666248977032,5.29831736654804,5.45246804637529
"2855","260.11902_2.436",1.09861228866811,0,0,1.38629436111989,1.25276296849537,1.25276296849537,-0.693147180559945,0.28768207245178
"2856","260.13613_6.985",-0.405465108108165,-1.20397280432594,-0.916290731874156,0,-0.693147180559944,-0.693147180559944,1.6094379124341,0.847297860387203
"2857","260.1362_8.004",-2.70805020110221,-3.2188758248682,-3.50655789731998,-0.510825623765992,-2.30258509299405,-2.30258509299405,1.6094379124341,-1.45528723260684
"2858","260.13644_3.815",-0.405465108108165,2.30258509299405,1.6094379124341,0.693147180559944,0,-0.693147180559944,5.01063529409625,1.89711998488588
"2859","260.13707_2.228",2.59026716544583,1.09861228866811,1.25276296849537,1.79175946922805,1.38629436111989,1.50407739677627,5.01063529409625,4.60517018598809
"2860","260.1371_6.282",-1.45528723260684,-2.30258509299405,-1.89711998488588,-1.20397280432594,-1.38629436111989,-1.04982212449868,1.50407739677627,-0.405465108108165
"2861","260.1476_8.641",1.20397280432594,0,-0.693147180559945,1.79175946922805,0.916290731874156,1.25276296849537,-0.693147180559945,1.09861228866811
"2862","260.17275_9.486",-1.09861228866811,2.30258509299405,0.693147180559945,-0.510825623765992,0,0,-2.99573227355399,-1.79175946922805
"2863","260.17322_2.989",2.30258509299405,3.2188758248682,3.2188758248682,1.94591014905531,0.916290731874156,1.38629436111989,2.99573227355399,2.81341071676004
"2864","260.19857_2.219",3.40119738166216,3.40119738166216,4.60517018598809,-0.105360515657827,1.38629436111989,-0.79850769621777,-0.693147180559945,1.20397280432594
"2865","260.20888_2.913",-1.20397280432594,1.50407739677627,1.6094379124341,0.693147180559944,-1.04982212449868,0.916290731874156,-2.99573227355399,0.28768207245178
"2866","261.06679_8.897",-0.405465108108165,0.405465108108164,1.6094379124341,-1.20397280432594,-1.38629436111989,-0.693147180559944,1.6094379124341,0.51082562376599
"2867","261.06702_4.413",-1.09861228866811,-1.89711998488588,-2.30258509299405,-1.20397280432594,-0.693147180559944,-0.79850769621777,-1.89711998488588,-1.09861228866811
"2868","261.0684_1.375",-1.09861228866811,-2.99573227355399,-2.99573227355399,0,-0.693147180559944,-0.916290731874154,3.91202300542815,1.89711998488588
"2869","261.07797_7.965",-1.32175583998232,-2.30258509299405,-2.30258509299405,-0.510825623765992,-1.20397280432594,-0.693147180559944,-1.20397280432594,-1.09861228866811
"2870","261.09535_11.81",-1.09861228866811,-1.89711998488588,-1.38629436111989,-1.6094379124341,-2.30258509299405,-2.30258509299405,-3.91202300542815,-1.32175583998232
"2871","261.11395_2.382",0,-1.04982212449868,-0.916290731874156,-0.510825623765992,-0.916290731874154,-0.693147180559944,-1.6094379124341,-0.405465108108165
"2872","261.11397_11.815",0.693147180559945,-1.38629436111989,-1.04982212449868,-1.20397280432594,-1.89711998488588,-1.6094379124341,-0.916290731874156,-2.30258509299405
"2873","261.13149_11.214",-2.70805020110221,-3.50655789731998,-3.35240721749272,-2.30258509299405,-2.99573227355399,-2.99573227355399,-2.30258509299405,-1.32175583998232
"2874","261.13155_2.373",-0.405465108108165,-1.20397280432594,-1.04982212449868,-0.693147180559945,-1.04982212449868,0.405465108108165,-0.798507696217772,-0.405465108108165
"2875","261.13972_2.864",-0.405465108108165,2.99573227355399,3.40119738166216,-0.693147180559945,0,0,0,-1.09861228866811
"2876","261.13988_1.558",-0.405465108108165,1.6094379124341,2.70805020110221,-0.693147180559945,-1.38629436111989,-1.6094379124341,1.09861228866811,-0.405465108108165
